text,fake,hatespeech,toxicity
"Ich hab mal von so Rotpunkten Zeug gelesen. Glauben die den Mist eigentlich selbst, wo sie schreiben? Wie kann man so dumm sein? Die Welt wird immer blöder!
#Bundesnotlüge #allesdichtmachen #lockdown #AllesOeffnen #Merkelmussweg #Klabauterbach #Corona",1,0,1
"      #Antifa ist Antifa und Antifaschismus ist Antifaschismus. 
Gefährliche Deppen und Aufrechte. 
Das ist ein riesiger Unterschied.☝🏻",1,0,1
" Boooaaaaahhh schlecht .. Verstöße bis zum abwinken, das Virus  hat auch angerufen … geht aber an sowas nicht ran ..es greift ja das Gehirn an 🤷🏻‍♂️ ist da zu spät 🤷🏻‍♂️ #b #b0105 #berlin #Covidioten #coronavirus #B117 #Liefers #AfD #NoCovid #alkohol #Aluhut #AtillaHildmann",1,0,1
"Obach! #Bild will nicht, dass wir #HaltDieFresseBild tweeten or retweeten!

Vielleicht ist ja #HaltDieFresseSpringerPresse genehm? Man weiß es nicht. https://t.co/3vHpMl9BFf",0,1,1
  Na ja die CDU ist ja weit entfernt von der AFD tatsächlich zu weit bei manchen Themen. Die AFD selbst ist ein brauner Haufen den es nicht braucht.,0,0,1
" Wer gegen Atomkraft ist, hat von Klimaschutz keine Ahnung. Die Grünen wollen lediglich den Bürger arm machen und alles mögliche verbieten, um Klimaschutz geht’s schon lange nicht mehr.",1,0,1
"  Lustig, den Klimawandel als ""bescheißen"" zu betiteln. Aber schauen wir beim Thema Beschiss doch Mal kurz zur CDU und CSU... Oh",0,0,1
"  In Taiwan hat man das Virus frühzeitig ernstgenommen und die Grenzen kontrolliert.

Mit entsprechendem Ergebnis.

Merkel sucks balls.

Jetzt versagt sie beim kontrollieren der Situation, die ihre Schuld ist, selbst mit ihrem menschenrechtsfeindlichen Autoritarismus
#bundesnotlüge",0,0,1
" Nazi-Schlampen stimmen nicht mit Nazi-Schlampen überein. Sachen gibt's, die gibt's nicht 😂",0,0,1
"Nazis mit Teenagern zu symbolisieren ist GENAU DAS RICHTIGE. Denn das SIND SIE. Nicht das Teenager dumm wären (man muss hier ja manchmal für Idioten sowas noch extra erklären), sondern Teenager, bei denen es im Hirn nicht mehr VORWÄRTS (in Richtung ""Reife eines Erwachsenen"")...",0,1,1
"Einfach damit es weiter oben bleibt, dieses Drecksblatt ist Umweltverschmutzung und Ressourcenverschwendung und sollte sofort eingestellt ( achja die Onlinevariante ist auch nicht besser ....)  #HaltDieFresseBild",1,0,1
"   Apropos #NoCovid #PsyOp 
Du meinst  Wir müssen Kirre gemachte geduldig erklären.daß das ein gigantischer Grippe Rotz Mißbrauch ist,um die Menschen von ihrem mal wieder unrettbar platzenden Finanzsystem abzulenken &amp;diese Machtbesoffenen Psychopaten entmachtet gehören😎#FreeAssange https://t.co/3zMG0kpnDI",0,0,1
" DIe meisten #stayathome Verfechter, die alles getan haben um sich nicht zu #infizieren, brav neg. #PCR Tests vorweisen, haben nicht begriffen.  

Ihr bleibt UNFREI.

Ihr werdet verarscht von #Merkel und Kumpane.

Kommt heraus und reiht euch ein. 

Gemeinsam,  für die Freiheit .",1,0,1
"Mr. FakeNews wieder bei der Arbeit.

Die #Bundesnotbremse war wirkungslos (gelogen) und hat nur den Umfragewerten der #NoAFD genützt (dieses verlogene #Drecksblatt ist daran schuld, dass die #FCKAFD im Bundestag sitzt).

#HaltDieFresseBild https://t.co/H8qaTOnHgD",0,0,1
"    Das merkt man ganz besonders gut bei ihnen wie sie das Grundgesetz gut finden, in dem sie jegliche Opposition ausradieren wollen und die Meinungsfreiheit nur für Grüne Polemik nutzen wollen.",0,0,1
" Nee, mit Frau Baerbock wäre es ein Aufbruch in bessere Zeiten! Die #AfD ist jetzt schon ein Fliegenschiss in der politischen Geschichte.",1,0,1
"  Oh, ein kleiner Meldling. Melde, wie Du willst, denn rausgehen tut der Text nicht. Warum sollte es auch. Ihr merkt es nicht einmal, wie sehr ihr euch wieder einmal in eine Richtung entwickelt, die einfach nur krank ist. Und hinterher will es dann wieder keiner gewußt haben",1,1,1
Hat die     eigentlich schon einen Plan womit sie nach #LaschetvsSöder von ihrer #Korruption und ihrem Versagen im Kampf gegen Covid19 ablenken möchte?,1,0,1
" Das sind doch bloß harmlose Aktivisten. 
Die gefährlichen Terroristen sind alle bei den Querdenker und nur dort und sonst nirgendwo sind sie so gefährlich die Terroristen.",1,0,1
     Er Denkt halt er wäre ditrxx der Hurensohn und Das kranke ist halt so einer schlägt seine mutter ey ich werd behindert,0,0,1
"  Ich kläre auf: der Totalschaden entstand durch die jahrzehntelange Mentalität besonders der Westdeutschen, die gleichen Versager immer wieder zu wählen. Dadurch konnte sich ein undemokratisches Regime etablieren, deren „Ethikrat“, „Verfassungsschutz“ etc. nur Nebelkerzen sind.",1,0,1
Noch eine weitere USA scheiss Mist Land gender reveal party auf social media XY zu sehen und alle Lichter werden ausgeschossen. Da wurden muffins gebacken und die Farbe innen wo der bast reinbeißt ist dann das gender ICH GEHE DUMM,0,0,1
  Genauso einen Blödsinn äußern auch die Querdenker immer. Sie machen nichts für andere und denken nur an sich.,1,0,1
"  Dann hat wahrscheinlich der Schauspieler oder die Schauspielerin den Text selbst geschrieben?!

Wer war das?

Bei den Videos, die ich gesehen habe, gibt es meist die im ""Querdenker""-Milieu üblichen Versatzstücke oder völligen Dreck.",1,0,1
  Die Pallis hätten spätestens 1947 ihren Staat haben können. Vorher hat man ihnen 87% von ganz Paläsina angeboten. Sie wollten nicht. Dann waren es 45% für  einige Handvoll Beduinen(!) und  Araber mit ägyptischen Wurzeln. Wollten sie wieder nicht. Sie wollen alles haben.,1,1,1
"  Weder noch, nur antifaschistisch. Du bist der geborene NSDAP Zujubler, heute AfD, einfach nur abartig und blöd. Zum Glück werdet Ihr niemals und  nirgendwo regieren. Ihr seid menschlicher Sondermüll.",1,0,1
"Almans sind rassistisch, sexistisch, homophob, haben Angst vor ""Gendergaga"",  finde es okay sas woanders Menschen ausgebeutet und strukturell abgewertet werden, aber wehe einer wird mal laut mit der Stimme und sagt ein Schimpfwort.

..",0,0,1
"     Sei still mit deiner Identitätspolitik, du Kapitalistenkind!",0,0,1
  Aber Fox und YouTube ist besser? Journalisten gegen möchtegerns. Also ich würde da eher auf öffentlich rechtliche hören. Weil die Argumente liefern müssen. Und nicht einfach ein Behauptung in den Raum stellen.,0,0,1
"Man sollte Annalena  "" Kobold "" Baerbock nicht allzuviel Aufmerksamkeit schenken . Besser wäre es , einen Blick in das Wahlprogramm der Ökotaliban zu werfen ; da läuft es jedem Demokraten kalt den Rücken hinunter #Baerbock #DieGruenen #",1,0,1
"Demokratie und Sicherheit ??? Beides hat Merkel eindrucksvoll geradezu ausgeschaltet ...  Euch ist doch das Volk egal nur weil Wahlen anstehen wird wieder ordentlich der sprichwörtliche Honig ums Maul geschmiert, Ihr seid keine Volkspartei dafür aber die AfD umso mehr https://t.co/QkIEEzsYub",0,0,1
" Meine Hoffnung ist, dass sich die AfD  durch ihre Dummheit selbst enthauptet und verschwindet. Kann's leider nur immer wieder sagen: Deppen!",1,0,1
"  Frau Weidel ist lesbisch, hat eine dunkelhäutige Partnerin aus Sri Lanka, lebt im Kanton Schwyz, trickst mit Steuersitz in DE, so eine Frau würde man in der FDP vermuten. Stattdessen hetzt sie in der AFD. 
Ernsthaft, die Frau hat doch eine Persönlichkeitsstörung.",0,0,1
" Sowas würde kein Kanake jemals tun, kanake würde eher sein Bein verkaufen",0,0,1
    Die sind auch zum größten Teils Nazis. Der rechte Flügel war nur der extremste Haufen von 'nem ohnehin schon Rechtsextremen Haufen.,0,0,1
" @#AnneWill #OeRR Wir wollen eure linksextremen oekosozialistischen  Fanatikerinnen nicht in der Regierung, kapiert das endlich! #DefundOeRR #Linkspropaganda #Linksfaschismus",0,0,1
   Die Querdenker bringen Kinder als menschliches Schutzschild mit. Dafür werden sie belohnt.,1,0,1
"   Stimme ich vollumfänglich zu. Im Bundesministerium für Bildung und Forschung ist Antisemitismus täglich Praxis. Das ist meine Erfahrung, wegen jüdischer Wurzeln wird man geächtet,v.Höhergruppierungen ausgeschlossen,vergewaltigt,sex. belästigt,erpresst,diffamiert,isoliert uvm.",0,0,1
   Nein  kriminell  ist  VW  und  andere  Konzerne,0,0,1
"Alter.. ich bin so ner Liste gefolgt um ein bisschen in die Jura-Bubble zu kommen. Jetzt habe ich dauernd so widerliche Querdenker-Tweets in der Timeline, die mich jedes mal einfach nur zum Kotzen bringen...",0,0,1
"   Gestresst klingen eher sie. Nur so als Anmerkung. Ist schwer, sich seine faktenverdrehende Welt durch neue Lügen zu erhalten, wenn ständig die Lügen widerlegt werden. Frag mal Banane, den geimpften Vorturner der Leerdenker.",1,0,1
"   Gott,  was seid ihr für hässliche Faschistenfressen. 🤢🤮🤮🤮🤮",1,1,1
 BRD Diktatur im Netz und nun auch aggressiv und brutal gegen freie Bürger❗Die sind aktuell genauso wahnsinnig wie die Nazis 1933❗Eine Schande für jeden in der BRD der in Geschichte aufgepasst hat❗😢🤮,1,0,1
   Wird das nicht von der White Supremacy verwendet?,0,0,1
     Dann schau ma nach warum sie das gemacht haben wenns nach mir gehen würde hätten sie die moschee  niederbrennen sollen,0,0,1
"   Dass Demokratiefeinde von der #fckafd überhaupt über Listen sinnieren können, ist #ekelhafd . #AfDrausausdenParlamenten #AfDVerbotJetzt #AfDVerfassungsfeindlich",0,1,1
" Meine Hoffnung ist, dass sich die AfD  durch ihre Dummheit selbst enthauptet und verschwindet. Kann's leider nur immer wieder sagen: Deppen!",1,0,1
 Nachdem der israelische Terrorstaat Gebiete in Gaza angegriffen und 11 Menschen darunter 3 Kinder ermordet hat . Israel begeht Staatsterror!! Früher oder später alle islamischen Länder  werden sich vereinen gegen diese zionistische Tyrannei,1,0,1
" Ich würde so gerne sachlich über Inhalte debattieren und bin jederzeit offen für Kritik, auch gerne sehr direkt, wenn fundiert. Aber Kritik zu üben, ohne den beim #fdpbpt21 Antrag zu kennen, ist genauso intellektuell erbärmlich wie die Nutzung des Begriffs #AFDP.",0,0,1
"Da gerade  Mitmenschen, die nur darauf bedacht sind gegen Infektionsschutzmaßnahmen zu „schießen“, weil Ihnen Shopping &amp; Party wichtiger sind als Solidarität &amp; Rücksichtnahme, #HaltDieFresseBild Artikel teilen,  hat der Hashtag #HaltDieFresseBild seine absolute Berechtigung!",1,0,1
"   Unschuldige verprügeln ist in der Tat der Job der Bullen, deswegen sind ja scheiße, ja.
Und ja klar, natürlich sollte bei Querdenkern und ihren Nazi-Kollegen härter durchgegriffen werden? Die gefährden einen Haufen unschuldige Leben?",1,0,1
"Echt jetzt Paul? 
Statt DE DE über alles gibt's  wichtigeres!
Der Wert eines Menschen sollte an erster Stelle stehen nicht das was die  daraus gemacht hat. Lobbyieren  Lügen, Betrügen u. das eigene Portemonnaie füllen steht für euch an erster Stelle! #NieMehrCDUCSU https://t.co/7bIBTotGKh",0,0,1
" Ich finde die Idee super. Vielleicht kapieren so auch mal die letzten Idioten, was das für eine dämliche Partei ist, die sie da wählen wollen. Super Idee, mehr davon, ihr dämlichen blauen Nazis. Bitte mehr davon.",0,0,1
"   In der FDP kann sie aber ihren pathologischen Fremdenhass nicht ausleben... wenn man das bei der AFD ausklammert, bleibt auch nur eine FDP auf Drogen. -Sowas braucht kein  Mensch!",0,0,1
"Die einen fliegen gern #Özdemir die anderen sind vergesslich #Baerbock
Da sich die #GrüneKhmer gerade selbst zerlegt, wird der #Staatsfunk sicher einschreiten und in endlosen Quasselsendungen ihren Lieblingen zur Seite springen. #GrünenTV",1,0,1
   Was magst du am Regenbogen nicht? Zu wenig braun?,0,1,1
" Ich finde es gut, dass so hochbezahlte Volksverräter ää Volksvertreter ihre teure Zeit damit verbringen, Kulturgut umzudichten, damit man die ärgert. Er verschwendet Redezeit, weitere verschwenden Arbeitszeit, Zuhörer verschwenden Lebenszeit. Dank Steuergeldern ... ganz toll #SPD",0,0,1
"  Ich frage mich wirklich, wie Sie so etwas schreiben können (wiederholt u mit Nachdruck) aber NIE thematisieren, welches Ausmaß der Linksextremismus mittlerweile hat u wie die Relativierung durch staatl. finanzierte Medien u Spitzenpolitiker zu einer Gefahr für die Demokratie wird",0,0,1
    Verbotsclaqueure und Propagandajournalisten haben umgehend mit einer Kampagne gegen die querdenkenden und rechtsextremistischen Coronaleugner*innen von #allesdichtmachen begonnen.,0,0,1
"  Gehörst du eigentlich zur Masse der Mitläufer in eurem Todeskult, zu den wahrscheinlich gut bezahlten Durchseuchungspropagandisten oder zur Elite der #Coronazis (eher nicht, schätze ich). Und wer hat dieses Mal die Dogwhistle geblasen, mich zu stalken?",0,0,1
"Es sieht immer mehr so aus, als wollten #Merkel, #Söder &amp; die #Groko-Crew die Schulen bis zu den Sommerferien verkrüppeln. Dasselbe verlogene Spiel wie letztes Jahr. Kinder sind dieser Regierung scheißegal.  https://t.co/TCMSjlNFGp",1,0,1
"#HaltDieFresseBild
#HaltDieFresseSpringerPresse 
😡🤬 jeder der für dieses Drecksblatt arbeitet ist absoluter Abschaum. Ihr seid keine Journalisten. Niemand von euch!
Ihr seid einfach nur ekelhafte Unmenschen. Allen voran . https://t.co/5QKPv5Qwi5",1,0,1
"#Erfurt 
#Twitter oder #Facebook , der braune Sumpf ist wieder kräftig am blubbern.
Der giftige Modder der #Rassisten + #Faschisten ergießt sich in die Kommentarspalten.

#fckafd #FCKNZS 

🤮🤮🤮🤮",1,0,1
"„Dieses Land braucht einen Neuanfang“: So tickt Grünen-Kanzlerkandidatin Annalena Baerbock, die im Herbst Angela Merkel beerben will https://t.co/2FVD9DslRW -Seid ihr Schreiberlinge wirklich so doof--die Dame hat von Nichts Ahnung--dann  gleich DE zu schließen und Schlüssel weg .",1,0,1
"Immer dran denken: Wenn #Baerbock  Kanzlerin wird, wandern die Rechten und Rechtsextremen #noAfDler aus. 
Wer also noch einen Grund braucht die Grünen zu wählen. 💚😁
#fckafd #fcknzs",1,0,1
" Die Glatze steht für Nazis, daher sollten sich Menschen die absichtlich die Haare abrasieren  Kopfbedeckung tragen...",0,0,1
  Haut weg diese Querdenker! Danke  #Solidaritaet #ZeroCovid,0,0,1
"#Lauterbachluegt - na und? Querdenker töten Menschen! Jetzt die Frage, was menschenverachtender ist… 🤔 

#QuerdenkerSindTerroristen",1,0,1
 Schade dass sich die ganzen selbsternannten Leugner doch zu feige sind an ihren eigenen Quatsch zu glauben. Sonst könnten die Querdenker doch wunderbar für Studien als nicht geimpfte Kontrollgruppe ohne Behandlung herhalten.,0,0,1
"Macht den Laden einfach zu. Niemand braucht dieses Drecksblatt

#HaltDieFresseBild https://t.co/krSgAUfGyR",0,0,1
   Mitglied der rechten Jungen Union ist da nicht wirklich besser. Über dieses Sprungbrett zum Rechtsextremismus kann ich nicht mal mehr lachen,0,0,1
"   - Der nächste Energiespeicher, den wir uns zu nutze machen müssen hat zufällig deutlich mehr Potenzial auf eine deutlich längere Zeit (so etwa 5 Milliarden Jahre) Und gibt uns jetzt schon mehr Energie als wir nutzen können. Einfach weil ölverblendete Kapitalisten -",0,0,1
 Was für ein Schwachsinn weil ein paar Polaken Covid gekriegt haben soll ein ganzer Landkreis in den Lockdown meine Fresse wie hart wollen wir uns noch alle ficken lassen!? 😂,1,1,1
"Bin ich ein Nazi wenn ich feststelle, dass die Grünen dumm wie 10m Feldweg und hohl wie Schnittlauch sind?

Wenn unsere Schulen weiter geschlossen bleiben und Physik zur Nebensache wird, haben wir eine neue Generation die solchem Unsinn Beifall spenden. https://t.co/kiHj84oxuj",1,0,1
"     Stimmt, Spahn sitzt in einer Partei, wo Korruption zur Tagesordnung gehört. 😂😂👌🏻",0,1,1
" Ihr spielt euch hier als Israelversteher auf und habt selbst überhaupt keine Ahnung!

Haltet einfach mal die Fresse, Bildleser!",0,0,1
" Da hat der Herr Merz Recht, mit welchem Recht wollen uns ein paar verwirrte Spinner eine Sprache aufdrängen ? Geht  in arabischen Länder mit solch einen krankhaften Gerede . Da ist aber schnell Schluss mit Regenbogensprache . Gendern ist krankhaft .",0,1,1
" Finds gut, dass es der Mensch mit der Vagina geworden ist, der für die Grün*innen als Kanzler ins Rennen geht. 

Ne Frau hieven die meisten so schnell wohl nicht nochmal auf den Kanzlerthron. 🤪 hihi

#Baerbock ",1,0,1
"   Es ist halt so, wie wir es zur Zeit immer wieder sehen: #GrünIstDasNeueBraun. Die Grünen, FridaysForFuture oder #Greenpeace ... das sind #Öko-Faschisten, denen nicht die Natur am Herzen liegt, sondern deren linksextremistische Ideologie. 
",1,1,1
"   Türken-Armin sagt eh nur das, was ihm seine Vertraute  vorher ins Öhrchen gehaucht hat!",0,0,1
 Frau Baerbock ist eine dumme ungebildete Person und das macht sie nicht nur am Kobalt fest! Gott bewahre unser Land vor solchen Leuten als Kanzlerin! Nichts anderes als grün lackierte Kommunisten!,1,0,1
"    6 Millionen Arschloecher. Wer Nazis, Faschisten, Rassisten, Antisemiten, Homophobe usw. waehlt, wird selbstverstaendlich ueber einen Kamm geschert. Die Motivation, ob Kalkuel, Frust, Protest oder was auch immer, ist dabei voellig irrelevant! #AfDWaehlerSindArschloecher",1,0,1
"Gewalt, Massaker und Völkermord dauern seit 72 Jahren an. Israel tötet Muslime an ihren glücklichsten Tagen. Wir erheben unsere Stimmen für die Freiheit gegenüber Jerusalem und den Muslimen. Wir wollen Freiheit für Palästina, Jerusalem und Muslime.
#HearGaza",1,0,1
"   Und genau wegen solchen Aussagen ist es genau richtig von Neuer! Nichts in der Öffentlichkeit zu suchen? Was denkst du wer du bist? Jeder ""normale-hetero""? Alles andere ist laut dir nicht normal!? Genau wegen solch Homophoben deppen sind solche Statements Wichtig! 🏳️‍🌈",1,1,1
 Richtig diese schamlose Gewalt der linksterroristen gegen die Polizei ist eine Schande wann wird endlich geschossen auf dieses pack,0,0,1
"  Voll bei dir. Dampf ablassen. Ich gehe fast jeden Tag an einem vollen Kinderspielplatz an einer Schule bei uns in WI vorbei und könnte kotzen über das was ich da sehe. Zehn Meter weiter wird ein Kerl hochgenommen, der FckAfD schabloniert. 🙄",0,0,1
"  .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",1,0,1
"Was zum Teufel ist mit der CDU nicht in Ordnung??? Jetzt wird auch noch ein bekannter Nazi unterstützt. WTF?

Was ein abartig verlogener Haufen. Von wegen keine Zusammenarbeit mit den Faschisten. Früher, wie heute gelogen. Siehe Plauen

    https://t.co/Qyfy1SCbhL",0,0,1
 Ne manche sind einfach nur behindert vallah deren mindset allein fickt mein Kopf sodass ich kein Bock mehr habe und die blocke,0,1,1
    Sie kaufen Luft bei Amazon  oder blasen abwechselnd in Tüten ? Allein hiervon kann man sich sehr leicht verunglimpft oder beleidigt führen. Sie stecken sich den Lockdown in den Arsch (Text von Brüggemann). Und gleichgeschaltet sind die Medien ? Muss ich alles nicht aushalten!,1,0,1
  Merkel hat den Weg für allerlei dummes Gewürm geöffnet.,0,0,1
"   Jaja, die drei roten Vollpfostenpunkte sagen mal wieder alles.",0,0,1
 Die Wahl von #baerbock ist schlicht Ausdruck von strukturellem Rassismus. Echte Diversitaet hat bei den gutbuergerlichen Gruenen keine chance.,1,0,1
"  DDR-Sprech jeden diffamieren, ihr Medien von der Regierung beauftragt, wissen alle.
Seit längerem läuft DDR Propaganda, haltet Menschen nicht für blöd, wir das alles lange durchschaut, der Antfa-Mob sollte beobachtet  werden. 
Antifa=Faschist. 
Schäme mich für den Journalismus.",1,0,1
"Corona-Gesetz geplant: Ausgangssperre „light“ - aber Schulen machen früher dicht 
..das ist wieder eine Verarsche... Wer kauft das noch ab? Wer denkt sich solchen Blödsinn aus (mit den Hund in der der Nacht Gassi gehen) 🤦‍♀️🤦‍♀️ https://t.co/RYJJnLNXqi",1,0,1
" Er wurde getötet, weil die etablierte Politik das Vertrauen in der Bevölkerung verliert und damit Extremisten den Weg ebnet. Sie sind Teil dieser Art der Politik, Herr Söder, in der Ihre eigene und Ihre Schwesterpartei Korruption zulassen und seit jeher Gegenmaßnahmen blockieren.",1,0,1
  Warum argumentieren alle SVP-Hasser beim Klimathema mit Rassismus? Dummheit?,0,0,1
" Die Spinner haben auch mich block, und ich kenn die netmal",0,0,1
"    Das Problem darin, dass heutzutage soviel direkt als Nazi betitelt wird liegt darin, dass Personen wie Sie und ihre widerliche antidemokratische Nazi Partei dann tatsächlich glauben ein Argument gegen die Anschuldigungen zu haben.",0,0,1
"   Pfizer eine Firma die anscheinend die gleiche Ethik wie Nazi Todesengel Mengele vertritt hat vor einigen Jahren als in Nigeria eine Mningitis Welle ausbrach, unter dem Vorwand humanitärer Hilfe,  verdeckt  Testmedikamente an Kids ausprobiert ...11 Kinder Tot, 200 behindert",0,0,1
"  Die Überzeugung,ein übernatürliches Wesen lenke die Geschicke der Welt,würde im ICD als Wahn verschlüsselt werden.Dazu kommt oft der Narzissmus:ich bin auserwählt/erleuchtet,deshalb was Besonderes.Das birgt die Gefahr,dass man durch diese Störung anderen Menschen schadet.",0,0,1
"   du bist also ein depp und wählst die ""deppen für deutschland"" dann tust du mir leid.",0,0,1
"   In der FDP kann sie aber ihren pathologischen Fremdenhass nicht ausleben... wenn man das bei der AFD ausklammert, bleibt auch nur eine FDP auf Drogen. -Sowas braucht kein  Mensch!",0,0,1
    Ein Statement gegen Rassismus gehört verboten? lmao natürlich kommt das von einer weissen Frau,0,0,1
"  Die AFD könnte ja geschlossen, incl. ihrer Wähler auswandern.",0,0,1
"    Mein Respekt das sie sich so Mühe mit schreiben machen und erklären für ungebildete die nur einseitig sich informieren und nur unseren zensurierten westlichen Medien glauben. Solche die sich nur einseitig ""bilden"" und meinen sie wissen Bescheid, ignoriere ich oder Klo runter",1,0,1
  und immer schön den Mist von der Querdenker glauben und das Spenden/ Schenken nicht vergessen... ohne die Pandemie wären Ballweg und Anhänger nicht so Reich geworden und Leben jetzt in Südafrika...,1,0,1
" Stimme ich dir zu. Sie haben niemanden etwas getan.

Ich tue ihnen auch nichts. Mein Spott zielt voll und ganz auf die Querdenker ab.
/PM",0,0,1
" germanische Leute sind europäische &amp; ohne anthropologische Verbindung mit dem Israel. der Israel ist niemals europäisch; auch der erste Feind dagegen Germanen  der Israel ist. Seh die Geschichte!
das Medien lernen muss, dass einseitige Propaganda vor Israel verspötet ist.",0,0,1
   Jeder normale Hetero wird diskriminiert? 😂 Bisschen zu warm hinterm Herd geworden?,0,0,1
   Hä dann lern gefälligs selber anstatt dieses billige zu hören was man euch ins Gehirn einpflanzt. Palästina gibt es und wird es immer geben. Dein scheiß Israel wird eh ausgelöscht  weil Allah hinter dem Recht steht...wart ab wenn es soweit ist lach ich dich aus,0,0,1
   Das ist an Dummheit nicht zu überbieten - jetzt werden sich die Querdenker alle absichtlich infizieren,1,1,1
"     Biergarten ist gesellschaftlich notwendiger, geht man nach den politischen Entscheidungen. Hier in Frankreich waren die Schulen fast durchgängig offen. Wir hatten zwar etwas mehr Inzidenz, aber die Kinder sind nicht verblödet. Halt typisch deutsch.",0,0,1
Warum wird der Vergewaltiger aus Berlin nicht mit voller Härte bestraft? Na er ist doch ein Kind von Fr MERKEL! Die dürfen rauben und vergewaltigen und sogar töten aber nur Deutsche und Juden. Danke Fr Merkel für diese Fachkräfte!,0,0,1
"  Will ist ne alte frustrierte Lesbe, zugeknallt mit Botox. Respekt dass Sie sich diese „Talk-Folter“ antun können. Mit wird schlecht wenn sie mit dem ersten Satz anfängt, weswegen ich den Müll einfach nicht mehr schaue. Weniger Quote = Absetzung der Sendung + Will",0,0,1
"Während der #Bundesrat mit dem totalitären #Infektionsschutzgesetz  Demokratie und auch sich selbst abschafft...

..arbeiten sich Minderbemittelte und Neu-Nazis noch immer an #HaltDieFresseBild  ab...!

Unfassbar was in diesem Land abgeht...",0,0,1
"   auch drecksvereine. greenpeace, und die fifa sowieso,die sind dazu noch ein korrupter drecksverein.",1,0,1
"    Du gehst tierisch auf den Zeiger mit deinen Mittelalteransichten. Wenn dir der Stoff mit unterschiedlichen Farben schon zu viel ist, nimm #Jung und vergrabt euch",0,0,1
In dem Sinne liebe Querdenker und Geschichtsrevisionisten: Haltet euer dummes Maul und eure Griffel von Tasten fern 🥰🖕🏻 https://t.co/Fdk3SPzXMl,0,0,1
 Ach Mensch Carina hör mir auf mit deiner Israel Babykiller Propaganda. Israel wird es nicht mehr lange geben und das weißt auch du selber.,0,0,1
"   Haben Sie ein Glück, dass Dämlichkeit nicht quietscht. Man würde Sie bis hierher™ hören.

*PLONK",0,0,1
"   Es ist das Land der Juden.
Israel war so gnädig und hat den Palästinensern den Gazastreifen überlassen, obwohl Palästina zwei Kriege in Folge verloren haben. Welche Palästina angezettelt hat.",0,0,1
   Clownsverein. Hört auf eure Verbrechen mit angeblichen Pseudo Klimaschutz schön zu reden. Diebstahl ist das. Hoffe VW verklagt euch in Grund und Boden.,0,0,1
" Das Gesetz wurde gemacht um noch effektiver die Bürger gegen die Regierung zu mobilisieren.
Wenn es nicht den so schrecklichen totalitären Geist von Merkel offenbaren würde, müsdte man sich für diese Steilvorlage geradezu bedanken.
Der Krug geht so lange zum Brunnen ...",1,0,1
"   Religionen sind der und Hauptgrund für Kriege, Armut und Tod.",0,0,1
"Was war für dich das größte Fehler was EA gemacht hat?

Meine ist das EA so behindert war und titanfall 2 zwischen battleflied 1 &amp; Call of duty infinite warfare rausgebracht hat 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ Wie behindert kann man sein! 🤬 https://t.co/QSurZVYTLi",1,1,1
"  DIe meisten #stayathome Verfechter, die alles getan haben um sich nicht zu #infizieren, brav neg. #PCR Tests vorweisen, haben nicht begriffen.  

Ihr bleibt UNFREI.

Ihr werdet verarscht von #Merkel und Kumpane.

Kommt heraus und reiht euch ein. 

Gemeinsam,  für die Freiheit .",1,0,1
"    Schwachsinn. Aber angenommen,  es würde stimmen (tut es nicht, weil Schwachsinn): wieviele wenige dürfen nach ihrer arroganten Auffassung sterben, um Maßnahmen zu rechtfertigen?",1,0,1
  Wer weiß..Diese Eliten sind hinterhältig! Und dann noch eine Asylbewerberin,1,0,1
"   Dann nochmal lesen, darüber nachdenken und Wörter wie Ironie, Polemik, etc. nachschlagen.

Ich würde niemals die Grünen wählen, weil ich keine Partei wählen würde, welche Pädophilie unterstützt, aber was Boris Palmer dargebracht hat, war offenkundig mehr als ironisch gemeint!",0,0,1
"  Was für ein geistiger Dünnschiss... Gleiches Niveau wie die Covidioten, die du kritisierst.
Hier will man die Verbrecher zur Strecke bringen wie damals die Juden die Nazis. Behalte lieber deine Ahnungslosigkeit für dich",1,0,1
" Klasse. Hier sammeln sich direkt die drecks Nazis unter diesem Beitrag - mit ihrem peinlichen Gejammer um die bösen Immigranten, die ausnahmslos ,braven Deutschen’ und ihren Frauen etwas Böses wollen. Peinlicher Haufen übelster Unterschichten-Abschaum. #AfDrausausdenParlamenten",0,0,1
"  Sind Sie Kreationist oder wie kommen Sie zu so einer Aussage? Nicht nur, dass Juden bereits vor Erfindung des Islams länger in der Levante gelebt haben als der Islam überhaupt existiert, sie haben auch nach der islamischen Invasion weiterhin dort parallel zu Muslimen gelebt.",1,0,1
 Und wieder DAS BÄRBOCK in den Medien nichtssagend.  Hauptsache irgendwas gesagt. Das ist hofieren der GRÜNEN SEKTE. GUTE NACHT DEUTSCHLAND.,1,0,1
"    Du Coronaleugner! Igitt, ein Nazi, Rechtsradikaler und Misogynist!",0,0,1
