text,isFake,isHateSpeech,isToxic,predicted_isFake,predicted_isHateSpeech,predicted_isToxic
"Ich will als Bundeskanzler wieder einen echte Mann, so eine mit Ecken und Kanten, einen echten Landesvater. Er sollte nicht linksgrün sein, Gendersprache zum kotzen finden und das Land endlich wieder stark machen. Vorschläge erbeten.",-1,-1,1,0,1,1
"Gerhard Kardinal Müller: ""Wenn man Gott leugnet, sind die Folgen klar: jakobinischer Terrorismus, Gulag-Terrorismus, Auschwitz-Lager, die Killing Fields, Katyn, aber auch Abtreibung und Euthanasie.""
https://t.co/ZbvXFwHZcq",0,-1,-1,1,1,1
"Er sei schon immer vom Weltall fasziniert gewesen, doch als er dort war, haben offenbar dunkle Gedanken von ihm Besitz ergriffen.",-1,0,-1,0,0,0
"An die russische Regierung gerichtet sagte er: „Ihr werdet uns alles ersetzen, was ihr der Ukraine angetan habt.",-1,0,-1,0,0,0
"warum bekommen Politiker einen Corona-Bonus, wo sie doch null Einbußen hatten?! Kurzarbeiter wie ich finanzieren das mit unseren Steuernachzahlungen auch noch mit, ganz toll! alle, die Arbeitsverbot hatten, sollten den Bonus bekommen zusammen mit all denen an der direkten Front!",1,-1,-1,0,0,0
"Hab versucht zu entziffern was du da von dir gibst, bin dabei behindert geworden du Bastard",-1,-1,1,1,1,1
"Ah, ist er qua seines Vor- und Nachnamens nun dazu verpflichtet, vom Thema der Sendung abzulenken? Plumper geht Rassismus kaum, ehrlich nicht.",-1,-1,0,1,1,1
"""Die Verkehrswende steckt nicht im Stau; die FDP erweckt den Eindruck, als wolle sie sie fahrlässig verzögern."" https://t.co/FH988WwfR0",0,-1,-1,0,0,0
"Schon ungünstig, Frauen vor de Babypause anzustellen. Am besten nur Frauen ü40 anstellen",-1,1,-1,1,1,1
Illegale Außerirdische fliehen vor ihrem Abfallland,-1,0,-1,1,0,0
"Nur raus aus .  Heute schon massive  wegen dem  Gipfel morgen. Juchuu, mein  fährt!",1,-1,-1,1,0,1
"Schweine sind eklige Tiere, nur für Würstchen geeignet",-1,0,-1,1,1,1
Belüg dich nicht selbst. Dieses Land existiert seit 60 Jahren und Palästina wurde immer mehr ausgerottet. Palästina wurde das Land geklaut und nun werden sie wie Dreck eingesperrt. Zur Seite mit Israel. Das hat nichts mit dem Judentum zu tun. Sondern mit dem Land Israel!,-1,-1,1,1,1,1
"Niveauloser, zwangsfinanzierter Dreck mit selbsternannten Spezialisten.",-1,-1,1,0,1,1
"Die Antwort kommt entweder gar nicht oder auf Chinesisch!""",-1,0,-1,0,0,1
"Der Norden von Syrien ist ein Disaster u.auf Hilfe aus dem Ausland angewiesen.Ein Gebiet in dem Millionen syrische Binnenflüchtlinge unter katastrophalen Verhältnissen leben.Eine Region,die die Welt vergessen hat.Was geschieht mit ihnen? @Potus @Bundeskanzler @vonderleyen",0,-1,-1,0,0,0
"Niemand sollte ""hart"" arbeiten müssen um davon Leben zu können. Auch ""normale"" Arbeit sollte das ermöglichen.
Gerade in DE, wo mit ""hart"" arbeiten sog. ""Leichtlohngruppen"" geschaffen wurden, die sich in West-DE bis in die 80er hielten &amp; so einen Teil des Gender-pay-gap beitrugen.",1,-1,-1,0,0,0
EINFACHE ZUSAMMENFASSUNG Die reden da wie sie seit Jahren reden. FAKT: Trotz der Reden steigen jedes Jahr die Mieten.,-1,-1,0,0,0,0
"Die Iren sind Weiße. Das ist es. Phil Lynott ist gemischt. Also nein, er ist definitiv kein Ire.",-1,1,-1,0,1,1
"Erstaunlicherweise drängt Fauci immer noch auf Schulschließungen, die von der Ausbreitung von Krankheiten in der Gemeinde abhängig sind. Es gibt keine öffentliche Gesundheit oder wissenschaftliche Rechtfertigung dafür. Die Kinder haben genug gelitten.",1,-1,-1,1,0,0
"Ich versuche, meine Wohnung zu vermieten, möchte aber Mussies vermeiden",-1,1,-1,1,1,1
Liveblog zur Energiekrise: Die EU-Energieminister beraten über den Gaspreisdeckel - Habeck könnte überstimmt werden. https://t.co/xheML2C5Fj,1,-1,-1,0,0,0
"Jeder weiß, dass Chinesen kleine Schwänze haben",-1,1,-1,1,1,1
"Das Problem liegt darin, dass Kikes Männer davon überzeugen, im Ersten Weltkrieg zu sterben, und in andere Kriege, in die die USA nichts zu suchen hatten. Es kommt IMMER auf die Kikes zurück. Jeden. Einzel. Zeit.",-1,1,-1,1,1,1
"Polizeiautos, Rettungswagen und Kehrmaschinen als Elektrofahrzeuge – geht das? An manchen Orten ist das längst Realität. Zum Beispiel auf Borkum. https://t.co/aFaProMFBA",0,-1,-1,0,0,0
"Liebe Asiaten, denken Sie zweimal darüber nach, bevor Sie an mir vorbeigehen, und das ist eine Bedrohung!",-1,1,-1,1,1,1
"Es gibt über 22 Millionen Menschen in Niger, es fühlt sich an, als wären sie alle hier.",-1,1,-1,0,0,0
"Fauci’s Partner Peter Daszak’s Fingerprints Are All Over Covid Fiasco 
 
https://t.co/Bfl3XrBceu",1,-1,-1,1,0,0
"Parallelen zwischen den Nazis und der AfD? Der Antisemitismus bspw., wie Stefan Dietl in diesem Beitrag analysiert: ""Dass die AfD zutiefst antisemitisch ist, wird kaum beachtet. Dabei ist der Judenhass der gemeinsame Nenner, der die verschiedenen Strömungen der Partei eint."" https://jungle.world/artikel/2019/23/adolf-bitte-melde-dich",-1,-1,0,0,1,0
"Nur die AfD ficken wir nicht, weil kein Sex mit Nazis!",-1,-1,1,1,1,1
"Wunderbar, wie die  sich als verlogenes Miststück outet.

 
 
 


 https://t.co/1gn6wczu9F",-1,-1,1,0,1,1
"Die  hat Angriffskriege geführt. Und wie idiotisch nicht mein Kanzler @Bundeskanzler argumentiert, zeigt sich daran, dass man umgekehrt behauptet, Europa sei in Gefahr durch russ. Militär, auch wenn Russland das klar verneint.",1,-1,-1,1,0,1
wirf sie alle raus. Schicken Sie diese kaputten Spielzeuge zurück in ihre „Herkunftsländer“ oder wie auch immer sie diese Orte nennen,-1,1,-1,1,1,1
Erlebe das  Migrationswunder!,0,-1,-1,0,0,0
"Hahn sagte zudem, dass diese Menschen entschlossen sind, sich nicht impfen zu lassen, und dass dies ein Risiko für die Bevölkerung darstellen würde, obwohl die meisten von ihnen bereits geimpft sind.",-1,0,-1,0,0,0
"Das EP hat den Bericht 2022 über Menschenrechte angenommen. Darin wird das herrschende ideologische Durcheinander deutlich: Ist die Abtreibung gut, weil sie ein ""Recht der Frau"" ist, oder schlecht, weil sie ein Instrument der Selektion und damit der Diskriminierung ist?",0,-1,-1,0,0,0
